"urlid"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"NA"
8979	0.00148068252266261	0.00148068252274518	0.00148068252283573	0.00148068252305136	0.00148068252313934	0.776468664116297	0.00148068252279738	0.208724510654935	0.00148068252300126	0.00148068252276228	0.00148068252285059	0.00148068252292258	1
1502	0.000205057919239523	0.00020505791920106	0.000205057919217114	0.000205057919222427	0.000205057919224363	0.000205057919225162	0.000205057919195554	0.000205057919219577	0.000205057919219994	0.000205057919233849	0.821011916403148	0.176937504404653	0
8945	0.999884890299988	1.04645181834118e-05	1.04645181827522e-05	1.04645181829508e-05	1.04645181828493e-05	1.04645181828117e-05	1.04645181833285e-05	1.04645181828071e-05	1.04645181827378e-05	1.04645181829693e-05	1.04645181829237e-05	1.04645181827647e-05	1
2839	0.00354283915187554	0.00354283915204088	0.00354283915184134	0.00354283915178799	0.663359444856904	0.00354283915188223	0.00354283915322883	0.00354283915204358	0.301212163622246	0.003542839152421	0.00354283915195641	0.00354283915177277	1
1499	0.350037676812025	0.000321781412525872	0.000321781412551872	0.000321781412576484	0.00032178141258783	0.000321781412563552	0.318267018093883	0.000321781412571192	0.000321781412504354	0.000321781412519503	0.000321781412542908	0.328799272381148	0
7298	0.000219429452278198	0.000219429452311729	0.564103355234972	0.247132618889519	0.000219429452286226	0.0326978009747799	0.000219429452282371	0.000219429452314922	0.000219429452265199	0.000219429452277801	0.0853002022788963	0.0692300164558166	0
3294	4.39310642561628e-05	4.39310642561779e-05	4.39310642545739e-05	0.133511745549022	0.101107232586008	4.39310642562801e-05	4.39310642493926e-05	0.161281912697866	4.39310642539961e-05	4.39310642562658e-05	4.39310642563728e-05	0.603747660653065	0
2949	0.000553850832253947	0.732238145906722	0.131296555643768	0.000553850832319913	0.000553850832305853	0.000553850832386132	0.000553850832290299	0.000553850832327025	0.131480640958531	0.000553850832320851	0.00055385083235406	0.000553850832420693	1
4156	0.000361829444112439	0.996019876114908	0.000361829444242778	0.00036182944408973	0.000361829444089568	0.000361829444079994	0.000361829444091998	0.000361829444074186	0.000361829444064584	0.000361829444081447	0.000361829444073892	0.000361829444091491	1
1391	0.000603090465040871	0.000603090465048525	0.00060309046507061	0.000603090465073066	0.000603090465109131	0.000603090465131801	0.000603090465024193	0.491515077989556	0.000603090465011449	0.000603090465030929	0.000603090465059192	0.502454017359844	1
2152	0.00012024524308949	0.000120245243096382	0.000120245243095155	0.000120245243119306	0.000120245243114935	0.177651942986863	0.000120245243086761	0.795745180929462	0.000120245243097203	0.000120245243106146	0.0255206688957565	0.000120245243113099	1
8004	0.000178917337325509	0.344534893927188	0.00017891733734554	0.00017891733733919	0.0569572465961016	0.000178917337368922	0.000178917337394698	0.0345969783790709	0.000178917337359207	0.000178917337350399	0.00017891733733834	0.562479542398818	0
2807	0.00105750308406147	0.00105750308389379	0.00105750308386635	0.0010575030838622	0.816370158172515	0.173054810988251	0.0010575030839738	0.00105750308406894	0.00105750308392586	0.00105750308388093	0.00105750308384795	0.00105750308385227	1
497	0.000319257407505885	0.0003192574074546	0.000319257407458174	0.000319257407466412	0.000319257407487717	0.000319257407485689	0.000319257407486375	0.996488168517722	0.000319257407534905	0.000319257407478343	0.000319257407461047	0.000319257407458572	0
3201	0.100996285067533	0.000141576562856896	0.000141576562861455	0.651900162534191	0.000141576562864322	0.0329016191498517	0.000141576562858168	0.0185849960324011	0.00014157656285022	0.000141576562865552	0.00014157656284475	0.194625901276022	0
6704	0.000172108310333424	0.00017210831035843	0.000172108310344326	0.000172108310348711	0.000172108310343473	0.378933189421018	0.000172108310306944	0.246460849286183	0.000172108310310775	0.000172108310318776	0.000172108310333003	0.373056986499801	1
1650	0.000546415437177285	0.0592485541387998	0.000546415437161581	0.000546415437163384	0.000546415437100591	0.000546415437203183	0.0501817795365313	0.000546415437256536	0.000546415437193559	0.153213656372861	0.000546415437182134	0.73298468645437	0
3561	0.000454825579911436	0.000454825579919513	0.00045482557991001	0.000454825579931498	0.000454825580047359	0.783216490780753	0.000454825579903362	0.212235253419855	0.000454825579943747	0.000454825579946517	0.000454825579937398	0.000454825579941216	1
10154	7.58667304044186e-05	7.58667304059034e-05	7.58667304085438e-05	7.58667304088741e-05	7.58667304032545e-05	7.58667304075938e-05	7.58667303971172e-05	0.0054682374835857	7.58667303975735e-05	7.58667304041543e-05	0.829527658071376	0.164321303871401	1
7461	5.04677082820401e-05	5.04677082881714e-05	0.28983057392655	0.164474006633556	5.04677082802149e-05	0.322528355399554	5.04677082851345e-05	5.04677082823091e-05	5.04677082804072e-05	5.04677082819388e-05	0.097660320849254	0.125153469233106	0
4064	0.000142070741861417	0.000142070741847756	0.000142070741845665	0.000142070741845535	0.387026048723906	0.000142070741867809	0.000142070741849879	0.0930023053519983	0.0001420707418348	0.000142070741839483	0.000142070741863225	0.51869300924744	1
8138	0.000378660533704687	0.744304606728053	0.000378660533723638	0.000378660533715697	0.000378660533851124	0.000378660533720286	0.000378660533693857	0.0491880160685582	0.000378660533720757	0.000378660533731202	0.000378660533700447	0.203099432399827	0
383	0.000283657889826401	0.000283657889877526	0.000283657889859478	0.00028365788985155	0.000283657889881702	0.996879763211319	0.000283657890069835	0.00028365788989969	0.000283657889853941	0.0002836578898521	0.00028365788986956	0.000283657889839738	1
1754	0.000349404880494221	0.996156546314619	0.000349404880506256	0.000349404880481531	0.000349404880469536	0.000349404880460789	0.000349404880611505	0.000349404880462234	0.000349404880471822	0.000349404880480267	0.000349404880473889	0.000349404880468457	1
5053	0.000449799239786974	0.000449799239753971	0.00044979923977254	0.947965306151251	0.000449799239723389	0.000449799239738501	0.000449799239748672	0.000449799239721127	0.000449799239753222	0.000449799239749037	0.0475367014512257	0.000449799239776288	0
4881	0.000111058413101461	0.312050321519657	0.0272299950624598	0.397257212466383	0.000111058413097104	0.000111058413098185	0.000111058413094525	0.00011105841310286	0.000111058413094285	0.000111058413105593	0.262574003646694	0.000111058413112054	0
5483	0.0015365817637432	0.00153658176295214	0.00153658176280023	0.0015365817630549	0.206890047557616	0.00153658176307107	0.0015365817633315	0.77774413481158	0.0015365817631817	0.00153658176297876	0.00153658176284261	0.00153658176284801	1
4089	0.0249422236331001	0.000110455634782605	0.462607422459177	0.000110455634793163	0.000110455634783163	0.000110455634786793	0.000110455634781584	0.000110455634785298	0.00011045563477982	0.394090689524305	0.000110455634791847	0.117476019305134	0
4781	0.144264037279893	9.07528946622957e-05	0.466143182893391	9.07528946651434e-05	9.07528946469696e-05	9.0752894656403e-05	9.07528946492276e-05	9.07528946485906e-05	9.07528946515827e-05	9.07528946535799e-05	9.07528946700818e-05	0.388776003774813	0
6657	6.62365977943292e-05	0.447927022236112	6.62365977934118e-05	0.171697815094367	6.62365977838687e-05	6.62365977941561e-05	6.62365977877407e-05	6.6236597791379e-05	6.62365977871738e-05	6.62365977903862e-05	6.62365977929633e-05	0.379779033289406	0
4763	0.000612161074248899	0.0006121610742757	0.000612161074290272	0.0006121610744261	0.000612161074320742	0.158871778846881	0.0234615771663622	0.396225435258319	0.000612161074223646	0.000612161074273694	0.000612161074298652	0.41654392013408	1
5354	0.000546415437231144	0.000546415437306523	0.000546415437231931	0.041515863916261	0.000546415437172001	0.000546415437096272	0.000546415437338609	0.000546415437091509	0.000546415437340378	0.000546415437249394	0.953019981711372	0.000546415437308872	0
8579	0.000108396478221443	0.000108396478227278	0.000108396478232947	0.000108396478241217	0.000108396478252986	0.0739364591461189	0.000108396478222136	0.88511515228901	0.000108396478217466	0.000108396478236498	0.000108396478236402	0.0399728202607829	1
3880	9.9154130448988e-05	0.0223359757464244	0.149890529184941	0.0915102599706811	9.91541304412475e-05	9.91541304430304e-05	9.91541304494622e-05	0.116383493997507	9.91541304406447e-05	0.0370060948888288	0.522363597024256	0.0600142785351378	1
7053	0.00246849750330992	0.00246849750337408	0.566217974999088	0.00246849750326318	0.00246849750304846	0.138114562764829	0.00246849750292475	0.00246849750301431	0.273450984706473	0.00246849750352875	0.00246849750340502	0.00246849750374078	0
6006	0.000104232597581242	0.0138532951594235	0.000104232597589759	0.00010423259759527	0.0254244535789863	0.576495602931419	0.000104232597581373	0.0457658902985895	0.000104232597586076	0.0222194595205466	0.000104232597596468	0.315615902925505	1
8197	0.769353575406375	8.59611779562245e-05	8.59611779639284e-05	8.59611779608405e-05	8.59611779605895e-05	8.59611779567357e-05	8.59611779471593e-05	8.5961177969452e-05	8.59611779510714e-05	8.59611779599281e-05	8.59611779592757e-05	0.229786812814039	0
9259	0.00189411893945935	0.00189411893926356	0.432861957610659	0.548196852996114	0.00189411893893708	0.00189411893921769	0.00189411893926396	0.00189411893895579	0.00189411893979277	0.00189411893990459	0.00189411893948136	0.0018941189389507	0
1656	0.000684194044098793	0.0264876794045587	0.000684194043964609	0.000684194044130252	0.348630038479018	0.393696847225865	0.000684194043911075	0.225711882538316	0.000684194044011712	0.000684194043951586	0.000684194044021517	0.000684194044153234	1
6410	0.000118150915929659	0.000118150915921159	0.000118150915928939	0.00011815091592737	0.000118150915919619	0.00011815091592874	0.000118150915947647	0.818976193998143	0.000118150915919415	0.000118150915951999	0.000118150915938171	0.179842296842545	1
10530	0.000465222969332132	0.000465222969354681	0.00046522296933889	0.000465222969377536	0.000465222969511953	0.000465222969314124	0.000465222969341327	0.000465222969490646	0.99488254733692	0.000465222969330878	0.000465222969306416	0.000465222969381026	0
8262	6.16235214485835e-05	6.16235214669033e-05	6.16235214602375e-05	6.16235214577544e-05	6.16235214536739e-05	6.16235214583667e-05	6.16235214519506e-05	6.16235214557814e-05	6.16235214563107e-05	0.060406893453071	0.0358456565470256	0.903192838306794	1
5526	3.25485799400046e-05	3.2548579941729e-05	3.25485799427003e-05	3.25485799438923e-05	0.140651754519713	0.0190564375785773	3.25485799461523e-05	0.449506420795052	0.0173047322770938	0.185372037214022	3.25485799419937e-05	0.187913326135886	1
1033	0.0738590789525433	0.181813658508908	0.000332289554124019	0.0503543064179561	0.520183336439494	0.000332289554118656	0.000332289554082262	0.000332289554192092	0.000332289554084941	0.00033228955413158	0.000332289554109997	0.171463592802254	1
7822	0.00041326302628309	0.000413263026289545	0.000413263026354808	0.000413263026415763	0.00041326302629638	0.00041326302629555	0.000413263026262409	0.995454106710589	0.000413263026292242	0.000413263026270641	0.000413263026285729	0.000413263026364779	1
10119	0.000311917505444705	0.000311917505387778	0.55116598774944	0.445714837196518	0.000311917505408379	0.000311917505395093	0.000311917505386082	0.000311917505388036	0.00031191750540563	0.000311917505426754	0.000311917505420997	0.000311917505378917	0
10207	0.00022303674065347	0.0459274307973404	0.000223036740661573	0.000223036740671062	0.000223036740667097	0.000223036740667924	0.000223036740671387	0.650721337523509	0.000223036740654714	0.000223036740672862	0.000223036740675546	0.301343901013155	1
8796	0.000332289554106712	0.0864381838204204	0.565744872634213	0.000332289554073806	0.000332289554079152	0.000332289554111946	0.000332289554088576	0.000332289554086958	0.000332289554044302	0.000332289554133774	0.000332289554149261	0.344826337558492	0
9297	0.000266916152937542	0.000266916152893336	0.000266916152921278	0.000266916152946508	0.000266916152900671	0.000266916152908266	0.000266916152936894	0.997063922317751	0.000266916152977131	0.000266916152959128	0.000266916152937322	0.000266916152930509	1
3692	0.000110756203830479	0.000110756203812953	0.000110756203830911	0.776584331335947	0.000110756203803916	0.000110756203810707	0.000110756203819644	0.00011075620380723	0.000110756203805968	0.000110756203813692	0.222308106625885	0.000110756203831727	0
6928	0.000111667806468809	0.581155378869522	0.00011166780646881	0.052456778065047	0.000111667806468663	0.000111667806477163	0.000111667806475428	0.000111667806475487	0.000111667806461837	0.000111667806476971	0.000111667806474332	0.365382832807184	0
4783	0.000518568504247764	0.0195301953348313	0.000518568504264074	0.000518568504328039	0.000518568504254041	0.154618545982032	0.000518568504232841	0.000518568504273352	0.000518568504256514	0.0550117149751055	0.766690995673831	0.000518568504342675	1
2989	0.00208850298745716	0.0020885029875917	0.00208850298755848	0.00208850298871691	0.00208850298764949	0.206735876936796	0.00208850298747563	0.00208850298803003	0.00208850298770078	0.00208850298753993	0.772379093185487	0.00208850298799674	1
4981	7.95748656972112e-05	7.95748656948712e-05	7.95748656946973e-05	7.95748656957187e-05	7.9574865700036e-05	7.95748656981094e-05	7.95748656911767e-05	0.691512599778824	7.95748656898835e-05	7.9574865696297e-05	7.9574865698028e-05	0.307691651564221	1
8198	0.288878633640928	0.012373610068583	0.00012168320312762	0.000121683203134045	0.000121683203152823	0.000121683203116863	0.000121683203121052	0.000121683203122369	0.00012168320311193	0.0524420104925799	0.00012168320311247	0.64533228017291	1
5039	0.000142070741845182	0.000142070741880433	0.000142070741861689	0.000142070741845531	0.312593824721661	0.000142070741852938	0.00493448629532052	0.401798758492243	0.00014207074186003	0.000142070741846629	0.000142070741845392	0.279536364555938	1
8513	0.000145629011627279	0.00014562901164518	0.000145629011634491	0.00014562901163227	0.000145629011627264	0.000145629011612937	0.00014562901160871	0.921276646753887	0.0001456290116184	0.000145629011617998	0.000145629011625931	0.0772670631298621	1
8073	0.00479495887752623	0.00479495887776242	0.00479495887767609	0.00479495887785225	0.273141950477545	0.218634349442914	0.00479495887732957	0.00479495887747298	0.465069070176783	0.00479495887786275	0.00479495887878139	0.00479495888049378	1
6886	0.000385839720498495	0.000385839720490998	0.000385839720516364	0.0995726436894981	0.000385839720529768	0.311575930421578	0.000385839720495871	0.000385839720499874	0.000385839720472689	0.000385839720579577	0.585378868404255	0.000385839720585036	0
10159	0.00055385083222342	0.000553850832297773	0.168696654532169	0.331110401038295	0.116502643299994	0.000553850832239438	0.000553850832255338	0.000553850832238326	0.379259494471411	0.000553850832330367	0.000553850832280089	0.000553850832266683	1
6514	0.000121320498478461	0.000121320498480623	0.000121320498490901	0.00012132049848695	0.075085775081996	0.000121320498492488	0.000121320498472717	0.864347673899533	0.000121320498481705	0.000121320498489959	0.000121320498485782	0.0594746665321109	1
4265	0.0017328378497008	0.216627016305707	0.00173283785012397	0.52623315956565	0.00173283784958642	0.00173283784988034	0.00173283784968672	0.00173283784969972	0.24154428348087	0.00173283784969029	0.00173283784966935	0.00173283784973605	1
7021	0.000368379079723972	0.000368379079756018	0.000368379079707718	0.000368379079744895	0.99594783012281	0.000368379079737269	0.000368379079737284	0.000368379079751668	0.000368379079854191	0.000368379079703418	0.000368379079718846	0.000368379079754478	1
8949	0.241910579105413	0.000957946254457559	0.00095794625463112	0.000957946254432889	0.748509958350351	0.000957946254329367	0.000957946254344122	0.000957946254328812	0.000957946254394522	0.000957946254395078	0.000957946254399572	0.000957946254523275	0
7846	0.000746977480332332	0.00074697748038422	0.000746977480394728	0.991783247715783	0.000746977480319368	0.000746977480406244	0.000746977480423151	0.000746977480338913	0.000746977480368399	0.000746977480399442	0.000746977480401226	0.000746977480448575	0
7275	0.000365074888368367	0.000365074888342802	0.00036507488835716	0.000365074888346599	0.000365074888307918	0.000365074888343288	0.597010977768768	0.0133814174376116	0.000365074888376147	0.000365074888347665	0.000365074888307335	0.386321930798523	0
1675	7.51661915944063e-05	7.51661916041004e-05	7.51661915965173e-05	7.51661915950446e-05	7.5166191595844e-05	7.51661915984716e-05	7.51661915910334e-05	0.999173171892427	7.51661915936838e-05	7.51661915969112e-05	7.51661915964594e-05	7.51661916108707e-05	1
1641	0.000184597551128815	0.124762783735724	0.0485415504630332	0.000184597551148694	0.000184597551129816	0.135580331944063	0.000184597551113381	0.15740990080774	0.334251973158714	0.000184597551150891	0.000184597551154862	0.198345874583898	0
8747	8.80057112175193e-05	8.80057112276012e-05	8.8005711220267e-05	8.80057112167571e-05	0.573368933681644	8.8005711229832e-05	8.80057112116287e-05	0.198125658851895	8.80057112181824e-05	8.80057112191995e-05	8.80057112197398e-05	0.22771335606548	1
8438	0.0032591491971539	0.00325914919706801	0.00325914919704996	0.00325914919706254	0.00325914919716546	0.0032591491971623	0.00325914919726339	0.00325914919705054	0.00325914919779095	0.964149358830864	0.00325914919738215	0.00325914919698677	1
4467	0.000119538932762562	0.000119538932764137	0.000119538932764053	0.000119538932773528	0.00011953893276729	0.000119538932776473	0.000119538932774958	0.000119538932791259	0.998685071739488	0.000119538932793688	0.000119538932772059	0.000119538932771855	1
9109	0.000440072633167095	0.000440072633087976	0.42212438367388	0.321810353682377	0.000440072633075678	0.000440072633065925	0.000440072633168422	0.000440072633071553	0.252104608945692	0.000440072633147029	0.000440072633103903	0.000440072633163201	0
1020	0.000621508697463129	0.902240012366199	0.000621508697495509	0.0915449006590539	0.000621508697509474	0.000621508697453472	0.00062150869744185	0.000621508697430482	0.000621508697490956	0.000621508697486923	0.000621508697537371	0.000621508697437945	0
3554	0.241417758152692	0.000100874325810026	0.0517209254846169	0.291648331511671	0.206121893353318	0.000100874325846057	0.000100874325823144	0.000100874325812628	0.000100874325809164	0.000100874325821133	0.00745206686170543	0.201033778681075	1
6167	0.00148068252262108	0.00148068252317396	0.00148068252322502	0.00148068252296115	0.365279544851232	0.00148068252323423	0.211683339812707	0.409710972628972	0.00148068252298514	0.00148068252310364	0.00148068252298983	0.00148068252279424	1
3738	0.000163796857706227	0.000163796857736384	0.000163796857709268	0.821804438847444	0.000163796857698054	0.000163796857711627	0.000163796857712263	0.000163796857716607	0.000163796857708138	0.000163796857712772	0.000163796857718878	0.176557592575426	0
9791	0.00627296408370387	0.00627296408382977	0.00627296408369752	0.00627296408381201	0.00627296408381182	0.00627296408519206	0.00627296408391268	0.00627296408366324	0.759090670279583	0.00627296408462719	0.178179688880355	0.00627296408381201	0
2180	0.000806157584577721	0.000806157584547818	0.000806157584590108	0.0951883453220213	0.0655065275229298	0.000806157584831996	0.34056352028199	0.000806157584710855	0.000806157584562299	0.000806157584671106	0.000806157584536084	0.492292346196031	1
6153	0.0542231175695644	0.00036507488833272	0.942126133547067	0.000365074888364161	0.000365074888310174	0.000365074888336127	0.000365074888305403	0.000365074888363279	0.000365074888312298	0.000365074888326617	0.00036507488834303	0.000365074888375108	1
7474	0.0810945626938941	0.000465222969323328	0.000465222969278194	0.0350873243513206	0.753698573954153	0.126397755245894	0.000465222969354299	0.000465222969395885	0.000465222969384667	0.000465222969314999	0.000465222969315402	0.000465222969370649	1
5592	0.000465222969258585	0.000465222969302061	0.000465222969269738	0.000465222969330647	0.000465222969375927	0.135275476920816	0.000465222969261346	0.414169425448214	0.446368090907179	0.000465222969340918	0.000465222969299177	0.000465222969352169	0
8568	0.000603090465093852	0.000603090465114659	0.000603090465119897	0.000603090465055986	0.00060309046507748	0.000603090465070154	0.18411396189757	0.000603090465098631	0.492286604007785	0.000603090465088554	0.000603090465046252	0.31817161990888	0
8131	6.28607725739859e-05	6.28607725727307e-05	6.28607725722347e-05	6.2860772573081e-05	0.376300199058559	6.28607725921724e-05	6.28607725716568e-05	0.62307119321569	6.286077257091e-05	6.28607725729583e-05	6.28607725775526e-05	6.28607725740701e-05	1
10182	0.000289715141202379	0.000289715141209015	0.000289715141213558	0.000289715141245116	0.324600534356676	0.0644352324731159	0.000289715141188843	0.293040254217681	0.000289715141230083	0.000289715141268286	0.000289715141289154	0.31560625782268	1
741	0.000426246685273202	0.000426246685320725	0.000426246685290342	0.000426246685331138	0.359285487364488	0.000426246685390233	0.000426246685266846	0.000426246685327379	0.636452045782243	0.000426246685346578	0.000426246685315979	0.000426246685406453	1
1080	0.000806157584466105	0.636212798233496	0.000806157584500527	0.000806157584549199	0.000806157584471851	0.000806157584521729	0.000806157584530445	0.00080615758452764	0.000806157584493349	0.000806157584543556	0.000806157584499641	0.3557256259214	1
2749	0.430065249390078	0.000283657889852335	0.000283657889867772	0.000283657889859149	0.000283657889839296	0.000283657889867181	0.0741485127096156	0.000283657889846225	0.000283657889879517	0.000283657889852994	0.0232165912809175	0.470300383500524	1
9685	0.000413263026287977	0.000413263026297916	0.000413263026293507	0.000413263026257249	0.000413263026286106	0.000413263026269688	0.000413263026248546	0.961941067120028	0.000413263026258779	0.0339263026171341	0.000413263026359172	0.000413263026279092	0
1659	0.000139633754092484	0.000139633754105786	0.000139633754106663	0.000139633754099608	0.584341204277361	0.000139633754101084	0.000139633754131961	0.263725366852403	0.000139633754088036	0.000139633754094427	0.000139633754103605	0.150676725083313	1
7079	0.000122048082952775	0.000122048082981067	0.000122048082975663	0.0219666007820836	0.0128826801696971	0.63516853322492	0.000122048082962037	0.135538774904582	0.000122048082971676	0.000122048082964376	0.193589074337932	0.000122048082977901	1
2557	3.55011194131287e-05	3.55011194139786e-05	3.55011194153562e-05	3.55011194168034e-05	3.55011194200633e-05	0.709497600951732	3.55011194184193e-05	0.0323096663007116	3.55011194146904e-05	3.55011194173293e-05	0.188593588946376	0.0693151348458509	1
2331	0.000146151938248209	0.43228199409972	0.000146151938249108	0.000146151938256531	0.000146151938253596	0.000146151938260129	0.00014615193824045	0.000146151938267259	0.000146151938245581	0.000146151938258786	0.00014615193825894	0.566256486517742	0
6322	6.63445649441989e-05	6.63445649470834e-05	6.63445649531315e-05	6.63445649425314e-05	6.63445649431989e-05	6.63445649438896e-05	6.6344564936063e-05	0.999270209785617	6.63445649378428e-05	6.63445649481499e-05	6.63445649415258e-05	6.63445649449512e-05	1
1961	0.0011801533069339	0.00118015330696565	0.00118015330704891	0.0011801533069145	0.001180153306796	0.00118015330688523	0.648883950514068	0.00118015330696085	0.00118015330685628	0.00118015330717027	0.00118015330695842	0.339314516416442	0
4260	0.000169245664212543	0.145422357311432	0.391882222585526	0.184398738381076	0.0287275743226519	0.000169245664222972	0.000169245664203574	0.000169245664217806	0.000169245664196152	0.000169245664202265	0.000169245664200882	0.248384387749857	0
3041	6.89287392347246e-05	6.89287392346266e-05	6.8928739239123e-05	6.89287392327876e-05	0.072331609069411	0.565857079744495	6.89287392247148e-05	6.89287392370302e-05	6.8928739226558e-05	6.89287392360665e-05	0.172974700734598	0.188285180537631	1
8364	0.00148068252317558	0.00148068252280778	0.00148068252320987	0.537717036561409	0.00148068252263313	0.00148068252266511	0.261913307020825	0.0014806825226588	0.00148068252283227	0.0014806825228612	0.00148068252279667	0.187043513712126	1
8550	0.00045482557995047	0.00045482558016411	0.259734043478612	0.000454825580044851	0.000454825579976701	0.314599796138716	0.0166331400191537	0.236926022395911	0.000454825580013298	0.000454825579983397	0.00045482557994961	0.168923218907526	1
8577	2.92084395652987e-05	2.92084395716068e-05	2.92084395683128e-05	2.92084395679766e-05	2.9208439566362e-05	2.92084395705503e-05	0.0106621190325839	2.92084395668717e-05	2.92084395652894e-05	2.92084395662949e-05	0.739894888888268	0.249180116123039	1
5568	0.000175825738405023	0.000175825738400595	0.000175825738410994	0.000175825738401696	0.53208399350003	0.000175825738401321	0.00017582573838873	0.000175825738414983	0.000175825738387942	0.000175825738401477	0.000175825738435199	0.466157749115922	1
9780	0.405156701831357	0.000707996891564737	0.000707996891598104	0.000707996891747777	0.000707996891611419	0.000707996891708356	0.377177422030041	0.000707996891707268	0.154719642683923	0.000707996891663533	0.00070799689166822	0.0572822583214095	0
